"Group1","Group2","Z","P.unadj","P.adj","Significant"
"Seattle Aquarium, Pier 59","Suquamish, Stormwater Outfall",2.077185554477,0.0378,0.3483,"No"
"Lions Park","Silverdale, Dyes Inlet",-2.07522594546334,0.038,0.3489,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Salmon Beach",2.07326633644968,0.0381,0.3494,"No"
"Gig Harbor Boat Launch","Manchester, Stormwater Outfall",-2.06738750940871,0.0387,0.3509,"No"
"Eagle Harbor Dr","Salmon Bay, Commodore Park",2.06346829138139,0.0391,0.3509,"No"
"Edmonds Ferry","Friday Harbor",2.06560926885128,0.0389,0.3513,"No"
"Point Defiance Ferry","Salmon Beach",2.06346829138139,0.0391,0.352,"No"
"Maple Hollow Park","West Bay Park",2.05954907335408,0.0394,0.3531,"No"
"Aiston Preserve","Maple Hollow Park",-2.05758946434042,0.0396,0.3536,"No"
"Kitsap St Boat Launch","Maple Hollow Park",-2.05367024631311,0.04,0.3536,"No"
"Broad Spit ","North Camano",2.05486810065325,0.0399,0.3537,"No"
"Lions Park","Manchester, Stormwater Outfall",-2.05562985532676,0.0398,0.3542,"No"
"Chimacum Creek delta","Meyer's Point, Henderson Inlet",-2.04975102828579,0.0404,0.3547,"No"
"Kingston Marina","Oak Bay County Park",-2.04975102828579,0.0404,0.3558,"No"
"Penrose Point State Park","Raft Island Park",-2.03603376519019,0.0417,0.3655,"No"
"Maple Hollow Park","Suquamish, Stormwater Outfall",2.02819532913556,0.0425,0.3712,"No"
"Madrona Pont","Raft Island Park",-2.02231650209458,0.0431,0.3718,"No"
"Gig Harbor Boat Launch","Thea Foss Waterway",-2.02347083976671,0.043,0.3719,"No"
"Elliott Bay, Harbor Island, Pier 17","Gig Harbor Boat Launch",2.02427611110824,0.0429,0.3724,"No"
"Edmonds Ferry","Hood Canal Holly",2.02500095446536,0.0429,0.3729,"No"
"Blair Waterway","Edmonds Ferry",-2.00663962998532,0.0448,0.3732,"No"
"Chambers Bay Park","Elliot Bay Myrtle Edwards",-2.00364099078574,0.0451,0.3737,"No"
"Elliott Bay, Harbor Island, Pier 17","Lions Park",2.0125184570263,0.0442,0.3737,"No"
"Lions Park","Thea Foss Waterway",-2.01107718415361,0.0443,0.3738,"No"
"Edmonds Ferry","Kopachuck State Park",2.00468002097167,0.045,0.3739,"No"
"Edmonds Ferry","Edmonds Marina",2.00663962998532,0.0448,0.3744,"No"
"Broad Spit ","Des Moines Marina",2.00901157488476,0.0445,0.3745,"No"
"Blair Waterway Two","Elliot Bay Myrtle Edwards",-2.01396903713,0.044,0.3746,"No"
"Meyer's Point, Henderson Inlet","Purdy, Burley Lagoon",2.0125184570263,0.0442,0.3748,"No"
"Locust Beach","Meyer's Point, Henderson Inlet",-2.01447806603995,0.044,0.3753,"No"
"Des Moines Marina","N Avenue Park",-2.00663962998532,0.0448,0.3755,"No"
"Commencement Bay, Milwaukee Waterway","Shilshole Bay",2.01520840269131,0.0439,0.3758,"No"
"Edmonds Ferry","Tulalip Bay",2.01641437797999,0.0438,0.3759,"No"
"Kingston Marina","Raft Island Park",-1.99880119393069,0.0456,0.3769,"No"
"Broad Spit ","Eastsound, Fishing Bay",1.99661791927165,0.0459,0.3777,"No"
"North Camano","Oak Bay County Park",-1.99292236688972,0.0463,0.3788,"No"
"Edmonds Ferry","Jamestown",1.99351684068569,0.0462,0.3793,"No"
"Brackenwood Lane","Eagle Harbor Dr",-1.98900314886241,0.0467,0.38,"No"
"Eastsound, Fishing Bay","N Avenue Park",-1.98704353984875,0.0469,0.3807,"No"
"Blair Waterway","Gig Harbor Boat Launch",1.97920510379412,0.0478,0.3811,"No"
"Broad Spit ","Reach Island",1.97678807029068,0.0481,0.3811,"No"
"Browns Point Lighthouse","Penn Cove Reference",1.98900314886241,0.0467,0.3812,"No"
"Edmonds Marina","Gig Harbor Boat Launch",1.97920510379412,0.0478,0.3822,"No"
"Broad Spit ","Tulalip Reservation",1.97678807029068,0.0481,0.3822,"No"
"Gig Harbor Boat Launch","Kopachuck State Park",-1.98116471280778,0.0476,0.3827,"No"
"Broad Spit ","Mukilteo",1.98174553253592,0.0475,0.3832,"No"
"Broad Spit ","Commencement Bay Skookum",1.9792668014133,0.0478,0.3833,"No"
"Broad Spit","Meyer's Point, Henderson Inlet",-1.98176073896411,0.0475,0.3843,"No"
"Blair Waterway","Lions Park",1.96744744971217,0.0491,0.3862,"No"
"Kopachuck State Park","Lions Park",1.96940705872583,0.0489,0.3867,"No"
"Arroyo Beach","Commencement Bay, Milwaukee Waterway",-1.95484431653765,0.0506,0.3868,"No"
"Kitsap St Boat Launch","Meyer's Point, Henderson Inlet",-1.95568979563023,0.0505,0.3871,"No"
"Edmonds Marina","Lions Park",1.96744744971217,0.0491,0.3873,"No"
"Aiston Preserve","Meyer's Point, Henderson Inlet",-1.95960901365754,0.05,0.3879,"No"
"N Avenue Park","Reach Island",1.95568979563023,0.0505,0.3882,"No"
"Edmonds Ferry","Elliott Bay, Harbor Island, Pier 17",1.9615686226712,0.0498,0.3883,"No"
"Mukilteo","N Avenue Park",-1.96352823168486,0.0496,0.3887,"No"
"Commencement Bay Skookum","N Avenue Park",-1.95960901365754,0.05,0.389,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Skiff Point",1.95568979563023,0.0505,0.3893,"No"
"Meyer's Point, Henderson Inlet","West Bay Park",1.9615686226712,0.0498,0.3894,"No"
"N Avenue Park","Tulalip Reservation",1.95568979563023,0.0505,0.3904,"No"
"Elliot Bay Myrtle Edwards","Penrose Point State Park",1.94580393125791,0.0517,0.3918,"No"
"Browns Point Lighthouse","Maristone Island",1.94772176609707,0.0514,0.3922,"No"
"Point Defiance Ferry","Skiff Point",1.94589175056194,0.0517,0.3928,"No"
"North Camano","Raft Island Park",-1.94197253253463,0.0521,0.3932,"No"
"Browns Point Lighthouse","Salmon Beach",1.94197253253463,0.0521,0.3942,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Eagle Harbor Dr",-1.93021487845268,0.0536,0.3997,"No"
"Edmonds Ferry","Port Angeles Yacht Club",1.93341080528813,0.0532,0.4,"No"
"Elliot Bay Myrtle Edwards","Madrona Pont",1.93134466637595,0.0534,0.4008,"No"
"Meyer's Point, Henderson Inlet","Suquamish, Stormwater Outfall",1.93021487845268,0.0536,0.4008,"No"
"Chimacum Creek delta","Commencement Bay, Milwaukee Waterway",-1.9181247670553,0.0551,0.4077,"No"
"Des Moines Marina","Oak Bay County Park",-1.92041683338439,0.0548,0.4077,"No"
"Edmonds Ferry","Manchester, Stormwater Outfall",1.91845722437073,0.0551,0.4085,"No"
"Elliot Bay Myrtle Edwards","Kingston Marina",1.90655735514973,0.0566,0.4176,"No"
"Eld Inlet","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.90278035226147,0.0571,0.419,"No"
"Eastsound, Fishing Bay","Oak Bay County Park",-1.90082074324782,0.0573,0.4197,"No"
"Blair Waterway Two","Three Tree Point",-1.90278035226147,0.0571,0.4201,"No"
"Edmonds Ferry","Silverdale, Dyes Inlet",1.89886113423416,0.0576,0.4205,"No"
"Eld Inlet","Point Defiance Ferry",-1.89298230719319,0.0584,0.424,"No"
"Chambers Bay Park","Three Tree Point",-1.89298230719319,0.0584,0.4251,"No"
"Broad Spit ","Shilshole Bay",1.88631438431499,0.0593,0.4293,"No"
"Eagle Harbor Dr","Minter Bay",1.8831842621249,0.0597,0.4312,"No"
"Commencement Bay, Milwaukee Waterway","Locust Beach",1.88094380021598,0.06,0.4323,"No"
"Commencement Bay, Milwaukee Waterway","Purdy, Burley Lagoon",1.87887819094712,0.0603,0.4332,"No"
"Mukilteo","Oak Bay County Park",-1.87730543508393,0.0605,0.4336,"No"
"Penn Cove Reference","Seattle Aquarium, Pier 59",-1.87534582607027,0.0607,0.4345,"No"
"Commencement Bay Skookum","Oak Bay County Park",-1.87338621705661,0.061,0.4353,"No"
"Des Moines Marina","Raft Island Park",-1.8694669990293,0.0616,0.4358,"No"
"Oak Bay County Park","Reach Island",1.8694669990293,0.0616,0.4369,"No"
"Oak Bay County Park","Tulalip Reservation",1.8694669990293,0.0616,0.438,"No"
"Commencement Bay, Dick Gilmur Launch","Eagle Harbor Dr",-1.86358817198832,0.0624,0.4405,"No"
"Cap Sante","Edmonds Ferry",-1.85966895396101,0.0629,0.441,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Rocky Point",1.86162856297467,0.0627,0.4413,"No"
"Gig Harbor Boat Launch","Maristone Island",-1.86042490516252,0.0628,0.4414,"No"
"Broad Spit","Commencement Bay, Milwaukee Waterway",-1.8498221948069,0.0643,0.4441,"No"
"Elliot Bay Myrtle Edwards","North Camano",1.84665468635304,0.0648,0.4451,"No"
"Eastsound, Fishing Bay","Raft Island Park",-1.84987090889272,0.0643,0.4452,"No"
"Lions Park","Maristone Island",-1.84754504043447,0.0647,0.4453,"No"
"Eagle Harbor Dr","Smith Cove, Terminal 91",1.81655755566054,0.0693,0.4461,"No"
"Raft Island Park","Reach Island",1.8185171646742,0.069,0.4462,"No"
"Eagle Harbor Dr","Rich Passage",1.84987090889272,0.0643,0.4463,"No"
"Chuckanut, Clark's Point","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.85183051790638,0.0641,0.4466,"No"
"Gig Harbor Boat Launch","South of Skunk Island",-1.81655755566054,0.0693,0.4471,"No"
"Raft Island Park","Tulalip Reservation",1.8185171646742,0.069,0.4473,"No"
"Discovery Bay","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.82047677368786,0.0687,0.4474,"No"
"Gig Harbor Boat Launch","Williams Olson Park",-1.84987090889272,0.0643,0.4474,"No"
"Commencement Bay Skookum","Raft Island Park",-1.82243638270152,0.0684,0.4476,"No"
"Point Defiance Ferry","Rocky Point",1.85183051790638,0.0641,0.4477,"No"
"Commencement Bay, Milwaukee Waterway","Kitsap St Boat Launch",1.81897552215044,0.0689,0.4479,"No"
"Aiston Preserve","Commencement Bay, Milwaukee Waterway",-1.82310674068814,0.0683,0.448,"No"
"Point Defiance Ferry","Purdy, Dexters",1.82047677368786,0.0687,0.4485,"No"
"Chuckanut, Clark's Point","Point Defiance Ferry",-1.84203247283809,0.0655,0.4486,"No"
"Edmonds Ferry","Everett Harbor",1.82439599171517,0.0681,0.4488,"No"
"Maristone Island","Seattle Aquarium, Pier 59",-1.82321640705927,0.0683,0.4489,"No"
"N Avenue Park","Shilshole Bay",1.81263833763323,0.0699,0.4489,"No"
"Penrose Point State Park","Three Tree Point",-1.83811325481078,0.066,0.4492,"No"
"Edmonds Ferry","Miller Creek",1.84007286382443,0.0658,0.4495,"No"
"Discovery Bay","Point Defiance Ferry",-1.81067872861957,0.0702,0.4498,"No"
"Eagle Harbor Dr","Filucy Bay",1.82439599171517,0.0681,0.4499,"No"
"Eagle Harbor Dr","Squaxin Island",1.83615364579712,0.0663,0.4501,"No"
"Lions Park","Williams Olson Park",-1.83811325481078,0.066,0.4503,"No"
"Browns Point Lighthouse","Skiff Point",1.82439599171517,0.0681,0.451,"No"
"Madrona Pont","Three Tree Point",-1.82439599171517,0.0681,0.452,"No"
"Commencement Bay, Milwaukee Waterway","West Bay Park",1.82517234995699,0.068,0.4524,"No"
"Broad Spit ","Purdy, Burley Lagoon",1.80451625726848,0.0712,0.4528,"No"
"Broad Spit","Broad Spit ",-1.82561604201106,0.0679,0.453,"No"
"Maple Hollow Park","Penn Cove Reference",1.82635560072883,0.0678,0.4533,"No"
"Edmonds Ferry","Salmon Bay, Commodore Park",1.80284029256494,0.0714,0.4535,"No"
"Lions Park","South of Skunk Island",-1.8047999015786,0.0711,0.4536,"No"
"Broad Spit ","Locust Beach",1.80575562282979,0.071,0.4537,"No"
"Broad Spit ","Chimacum Creek delta",1.82806420293338,0.0675,0.4538,"No"
"Mukilteo","Raft Island Park",-1.82635560072883,0.0678,0.4544,"No"
"Kingston Marina","Three Tree Point",-1.80088068355128,0.0717,0.4544,"No"
"Donkey Creek Delta","Edmonds Ferry",-1.82831520974249,0.0675,0.4547,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Purdy, Dexters",1.83027481875615,0.0672,0.4549,"No"
"Salmon Beach","Seattle Aquarium, Pier 59",-1.82831520974249,0.0675,0.4558,"No"
"Arroyo Beach","Broad Spit ",-1.79686657100998,0.0724,0.4574,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","South of Skunk Island",1.79108263848299,0.0733,0.4611,"No"
"Commencement Bay, Milwaukee Waterway","Suquamish, Stormwater Outfall",1.79212260165537,0.0731,0.4611,"No"
"Discovery Bay","Gig Harbor Boat Launch",1.78716342045568,0.0739,0.464,"No"
"Broad Spit ","Kitsap St Boat Launch",1.76857465599047,0.077,0.4663,"No"
"Point Defiance Ferry","Thea Foss Waterway",1.76898777784424,0.0769,0.4669,"No"
"Maple Hollow Park","Maristone Island",1.76955030402574,0.0768,0.4674,"No"
"Eagle Harbor Dr","Elliot Bay Myrtle Edwards",1.77848958048095,0.0753,0.4676,"No"
"Des Moines Marina","Elliot Bay Myrtle Edwards",-1.77022714340555,0.0767,0.4677,"No"
"Gig Harbor Boat Launch","Purdy, Dexters",-1.77736537538739,0.0755,0.4677,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Thea Foss Waterway",1.77931582418849,0.0752,0.4678,"No"
"Aiston Preserve","Broad Spit ",-1.77105338711309,0.0766,0.4679,"No"
"Blair Waterway Two","Smith Cove, Terminal 91",-1.78128459341471,0.0749,0.4679,"No"
"Lions Park","Purdy, Dexters",-1.76560772130545,0.0775,0.4683,"No"
"Browns Point Lighthouse","Eld Inlet",1.77148654834642,0.0765,0.4685,"No"
"Discovery Bay","Lions Park",1.77540576637373,0.0758,0.4687,"No"
"Maple Hollow Park","Salmon Beach",1.77932498440105,0.0752,0.4689,"No"
"Point Defiance Ferry","South of Skunk Island",1.78128459341471,0.0749,0.469,"No"
"Chambers Bay Park","Filucy Bay",-1.76364811229179,0.0778,0.4693,"No"
"Chambers Bay Park","Smith Cove, Terminal 91",-1.77148654834642,0.0765,0.4695,"No"
"Blair Waterway Two","Filucy Bay",-1.77344615736008,0.0762,0.4696,"No"
"Broad Spit ","West Bay Park",1.7722927526744,0.0763,0.4698,"No"
"Blair Waterway Two","Squaxin Island",-1.76168850327813,0.0781,0.4703,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Williams Olson Park",1.75776928525082,0.0788,0.4732,"No"
"Chuckanut, Clark's Point","Gig Harbor Boat Launch",1.75580967623716,0.0791,0.4742,"No"
"Chambers Bay Park","Squaxin Island",-1.75189045820984,0.0798,0.4762,"No"
"Broad Spit ","Suquamish, Stormwater Outfall",1.75246290369343,0.0797,0.4766,"No"
"Blair Waterway Two","Rich Passage",-1.74797124018253,0.0805,0.4771,"No"
"Eastsound, Fishing Bay","Elliot Bay Myrtle Edwards",-1.74957105071703,0.0802,0.4775,"No"
"Chuckanut, Clark's Point","Lions Park",1.74405202215521,0.0812,0.4781,"No"
"Gig Harbor Boat Launch","Rocky Point",-1.74601163116887,0.0808,0.4781,"No"
"Point Defiance Ferry","Williams Olson Park",1.74797124018253,0.0805,0.4782,"No"
"North Camano","Three Tree Point",-1.74405202215521,0.0812,0.4791,"No"
"Chambers Bay Park","Rich Passage",-1.73817319511424,0.0822,0.4832,"No"
"Blair Waterway Two","Commencement Bay, Dick Gilmur Launch",-1.73425397708693,0.0829,0.4852,"No"
"Lions Park","Rocky Point",-1.73425397708693,0.0829,0.4862,"No"
"Chambers Bay Park","Commencement Bay, Dick Gilmur Launch",-1.72445593201864,0.0846,0.4882,"No"
"Brackenwood Lane","Edmonds Ferry",-1.72837515004595,0.0839,0.4882,"No"
"Browns Point Lighthouse","Rocky Point",1.73033475905961,0.0836,0.4882,"No"
"Browns Point Lighthouse","Chuckanut, Clark's Point",1.72053671399132,0.0853,0.4883,"No"
"Elliot Bay Myrtle Edwards","Mukilteo",1.72478373949082,0.0846,0.4889,"No"
"Meyer's Point, Henderson Inlet","Penn Cove Reference",1.72837515004595,0.0839,0.4892,"No"
"Oak Bay County Park","Shilshole Bay",1.7264155410323,0.0843,0.4892,"No"
"Chimacum Creek delta","N Avenue Park",-1.72053671399132,0.0853,0.4893,"No"
"Blair Waterway Two","Port Angeles Yacht Club",-1.72232413335623,0.085,0.4894,"No"
"Elliot Bay Myrtle Edwards","Reach Island",1.71652130241541,0.0861,0.4894,"No"
"Arroyo Beach","N Avenue Park",-1.72518632551802,0.0845,0.4895,"No"
"Commencement Bay Skookum","Elliot Bay Myrtle Edwards",-1.72065252095312,0.0853,0.4902,"No"
"Blair Waterway Two","Minter Bay",-1.71465788695035,0.0864,0.4904,"No"
"Elliot Bay Myrtle Edwards","Tulalip Reservation",1.71652130241541,0.0861,0.4904,"No"
"Penrose Point State Park","Smith Cove, Terminal 91",-1.71661749596401,0.086,0.4913,"No"
"Seattle Aquarium, Pier 59","Skiff Point",1.71073866892304,0.0871,0.4924,"No"
"Chambers Bay Park","Port Angeles Yacht Club",-1.71159091274952,0.087,0.4925,"No"
"Filucy Bay","Penrose Point State Park",1.70877905990938,0.0875,0.4935,"No"
"Eld Inlet","Gig Harbor Boat Launch",1.70485984188206,0.0882,0.4956,"No"
"Chambers Bay Park","Minter Bay",-1.70485984188206,0.0882,0.4966,"No"
"Madrona Pont","Smith Cove, Terminal 91",-1.7029002328684,0.0886,0.4966,"No"
"Browns Point Lighthouse","Purdy, Dexters",1.69898101484109,0.0893,0.4997,"No"
"Penrose Point State Park","Squaxin Island",-1.69702140582743,0.0897,0.5008,"No"
"Filucy Bay","Madrona Pont",1.69506179681377,0.0901,0.5009,"No"
"Eld Inlet","Lions Park",1.69310218780012,0.0904,0.5019,"No"
"Eagle Harbor Dr","Three Tree Point",1.69506179681377,0.0901,0.5019,"No"
"Browns Point Lighthouse","Discovery Bay",1.6891829697728,0.0912,0.5051,"No"
"N Avenue Park","Purdy, Burley Lagoon",1.68330414273183,0.0923,0.5073,"No"
"Locust Beach","N Avenue Park",-1.68526375174549,0.0919,0.5082,"No"
"Penrose Point State Park","Rich Passage",-1.68330414273183,0.0923,0.5083,"No"
"Meyer's Point, Henderson Inlet","Salmon Beach",1.68134453371817,0.0927,0.5084,"No"
"Madrona Pont","Squaxin Island",-1.68330414273183,0.0923,0.5093,"No"
"Kingston Marina","Smith Cove, Terminal 91",-1.67938492470451,0.0931,0.5094,"No"
"Broad Spit","N Avenue Park",-1.67696750965745,0.0935,0.511,"No"
"Raft Island Park","Shilshole Bay",1.6754657066772,0.0938,0.5116,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Edmonds Ferry",-1.66958687963623,0.095,0.5129,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Friday Harbor",1.66694667996298,0.0955,0.5137,"No"
"Filucy Bay","Kingston Marina",1.67154648864988,0.0946,0.5138,"No"
"Commencement Bay, Dick Gilmur Launch","Penrose Point State Park",1.66958687963623,0.095,0.5139,"No"
"Blair Waterway Two","Cherry Point Aquatic Reserve, Conoco Phillips",-1.66762727062257,0.0954,0.514,"No"
"Des Moines Marina","Three Tree Point",-1.67154648864988,0.0946,0.5148,"No"
"Madrona Pont","Rich Passage",-1.66958687963623,0.095,0.5149,"No"
"Maple Hollow Park","Skiff Point",1.6617484435816,0.0966,0.5163,"No"
"Browns Point Lighthouse","South of Skunk Island",1.65978883456794,0.097,0.5164,"No"
"Chambers Bay Park","Cherry Point Aquatic Reserve, Conoco Phillips",-1.65782922555428,0.0974,0.5165,"No"
"Commencement Bay, Dick Gilmur Launch","Madrona Pont",1.65586961654062,0.0977,0.5167,"No"
"Blair Waterway Two","Jamestown",-1.66221809795867,0.0965,0.5168,"No"
"Friday Harbor","Point Defiance Ferry",-1.65661863361873,0.0976,0.5169,"No"
"Chambers Bay Park","Jamestown",-1.65148487735196,0.0986,0.5174,"No"
"Kingston Marina","Squaxin Island",-1.65978883456794,0.097,0.5174,"No"
"Eld Inlet","Seattle Aquarium, Pier 59",-1.65782922555428,0.0974,0.5175,"No"
"Maristone Island","Meyer's Point, Henderson Inlet",-1.66221809795867,0.0965,0.5178,"No"
"Minter Bay","Penrose Point State Park",1.64999078949965,0.0989,0.5181,"No"
"Penrose Point State Park","Port Angeles Yacht Club",-1.65148487735196,0.0986,0.5184,"No"
"Gig Harbor Boat Launch","Skiff Point",-1.65195039851331,0.0985,0.5189,"No"
"Eastsound, Fishing Bay","Three Tree Point",-1.65195039851331,0.0985,0.5199,"No"
"Kingston Marina","Rich Passage",-1.64607157147234,0.0997,0.5213,"No"
"Blair Waterway","Point Defiance Ferry",-1.61863704528113,0.1055,0.5248,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Kopachuck State Park",1.62647548133576,0.1038,0.5249,"No"
"Kopachuck State Park","Point Defiance Ferry",-1.61667743626747,0.1059,0.525,"No"
"Commencement Bay Skookum","Three Tree Point",-1.6245158723221,0.1043,0.5251,"No"
"Chambers Bay Park","Hood Canal Holly",-1.62000076357229,0.1052,0.5252,"No"
"Edmonds Ferry","Minter Bay",1.62255626330845,0.1047,0.5253,"No"
"Reach Island","Three Tree Point",-1.62059665429479,0.1051,0.5255,"No"
"Blair Waterway Two","Tulalip Bay",-1.63932056066436,0.1011,0.5256,"No"
"Blair Waterway","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.62843509034942,0.1034,0.5257,"No"
"Edmonds Marina","Point Defiance Ferry",-1.61863704528113,0.1055,0.5257,"No"
"Lions Park","Skiff Point",-1.64019274443136,0.101,0.5257,"No"
"Broad Spit ","Penn Cove Reference",1.62480825087842,0.1042,0.5258,"No"
"Kitsap St Boat Launch","N Avenue Park",-1.62647548133576,0.1038,0.5259,"No"
"Rocky Point","Seattle Aquarium, Pier 59",-1.61667743626747,0.1059,0.5259,"No"
"Browns Point Lighthouse","Thea Foss Waterway",1.64092000317546,0.1008,0.5259,"No"
"Filucy Bay","North Camano",1.61471782725382,0.1064,0.5262,"No"
"North Camano","Smith Cove, Terminal 91",-1.62255626330845,0.1047,0.5263,"No"
"Three Tree Point","Tulalip Reservation",1.62059665429479,0.1051,0.5265,"No"
"Edmonds Marina","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.62843509034942,0.1034,0.5267,"No"
"Browns Point Lighthouse","Williams Olson Park",1.62647548133576,0.1038,0.5268,"No"
"Madrona Pont","Minter Bay",-1.63627352640405,0.1018,0.527,"No"
"Kingston Marina","Minter Bay",-1.61275821824016,0.1068,0.5273,"No"
"Aiston Preserve","N Avenue Park",-1.63039469936308,0.103,0.5274,"No"
"Mukilteo","Three Tree Point",-1.62843509034942,0.1034,0.5276,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Hood Canal Holly",1.61069863904648,0.1072,0.5277,"No"
"Madrona Pont","Port Angeles Yacht Club",-1.63645836850257,0.1017,0.5277,"No"
"Blair Waterway Two","Brackenwood Lane",-1.60883900021284,0.1077,0.5278,"No"
"Arroyo Beach","Oak Bay County Park",-1.630733984179,0.1029,0.5281,"No"
"Chimacum Creek delta","Oak Bay County Park",-1.63431391739039,0.1022,0.5281,"No"
"Commencement Bay, Dick Gilmur Launch","Kingston Marina",1.63235430837673,0.1026,0.5283,"No"
"Chambers Bay Park","Tulalip Bay",-1.62858734005765,0.1034,0.5284,"No"
"Kingston Marina","Port Angeles Yacht Club",-1.61069863904648,0.1072,0.5286,"No"
"Eld Inlet","Maple Hollow Park",-1.60883900021284,0.1077,0.5287,"No"
"Blair Waterway Two","Hood Canal Holly",-1.630733984179,0.1029,0.529,"No"
"Chuckanut, Clark's Point","Seattle Aquarium, Pier 59",-1.60687939119919,0.1081,0.529,"No"
"N Avenue Park","West Bay Park",1.63235430837673,0.1026,0.5292,"No"
"Brackenwood Lane","Chambers Bay Park",1.59904095514456,0.1098,0.53,"No"
"Oak Bay County Park","Purdy, Burley Lagoon",1.5970813461309,0.1102,0.5302,"No"
